#Sno.,PCE,polarizability,delLA,delLD,N_atom,Eg,lamda_h,DIP,AL-DH,delHD,E_bind,DL-AL,delGE,E_T1
164,4.96,514.9173333333,0.0334700048,1.4495505332,38,488.86,0.5172220521,6.1254884346,3.1592419169,1.1085918665,2.5019437633,0.9760724166,0,1.1622
137,5.3,1094.8843333333,0.0334700048,1.3945835336,74,497.55,0.5378349491,6.0855369498,3.2087666395,0.3689863944,2.2987804258,0.8503558131,0.0002,1.1575
206,4.4,1108.003,0.0334700048,1.2721322964,74,509.33,0.4806042342,6.0552999297,3.1869975306,0.3210943551,2.2270608971,0.7624630363,0.0611305161,1.1485
133,5.4,1858.3496666667,0.0334700048,0.0704774898,90,552.69,0.4810562153,6.0354718091,3.2180185107,0.3015021571,1.9851393125,0.4519811218,0.0052096065,1.112
171,4.83,2206.953,0.0334700048,0.0171431732,110,536.47,0.4927410565,6.0727840616,3.2588355897,0.1790509201,1.9606358929,0.494430884,0.087606849,1.12
54,6.86,2263.554,0.0334700048,0.2541543454,110,554.19,0.2256912355,6.1502603198,3.3698580447,0.07401497,1.9133200529,0.2155141773,0.0698949927,1.0138
153,5.07,1481.137,0.077824564,0.3899391617,82,528.26,0.3103295305,6.2609954225,3.3706743863,0.1112945688,2.0671322596,0.4147015229,0.0401054859,1.1118
207,4.4,944.0956666667,0.077824564,0.1281656282,56,500.58,0.3496412756,6.2493201052,3.2982920995,0.2108882416,2.2128671351,0.6669510713,0.2209415534,1.1513
196,4.56,1280.443,0.077824564,0.0214969949,64,451.96,0.5059832054,6.3618585064,3.4430566731,0.3099376868,1.988727916,0.6468146457,0.0001,1.919
69,6.52,889.9333333333,0.0334700048,0.229664098,50,530.03,0.4251539602,6.1973937057,3.3132583618,0.3281693154,2.1784239634,0.4868116959,0.3040799073,1.1472
138,5.29,993.53,0.0334700048,0.2054459645,62,505.64,0.3446820005,6.3070817142,3.4242808167,0.210344014,2.1846732329,0.5064038938,0.0215541179,1.1623
124,5.5,1000.0106666667,0.077824564,0.2068065337,64,510.81,0.3020123704,6.280428978,3.3448235696,0.2538822316,2.1575198942,0.5415065818,0,1.152
173,4.8,1014.5203333333,0.077824564,0.1423155489,62,510.25,0.2723691028,6.3629156687,3.4229202475,0.2065344199,2.1691787984,0.4789203939,0,1.1603
174,4.78,1503.8306666667,0.077824564,0.4745665722,80,619.61,0.1713354035,5.9304513696,3.075430848,0.4244976219,1.9076894723,0.290073375,0.0001414214,1.1185
58,6.83,1476.6336666667,0.077824564,0.5017779582,80,626.62,0.1791298329,5.9613444562,3.1029143479,0.4323889238,1.8988706655,0.2266708455,0.0566154573,1.1117
116,5.65,1538.1366666667,0.077824564,0.453613805,80,638.27,0.1794019467,5.9327243367,3.0819615806,0.4473551862,1.8640490859,0.1899354744,0.0880770685,1.068
159,5.03,1441.5076666667,0.0334700048,0.1597308359,82,539.54,0.3939612764,6.1753620071,3.3418303171,0.1561933558,2.0734729698,0.4247697358,0,1.1163
190,4.6,1082.511,0.0334700048,0.2517053207,63,545.68,0.398018494,6.2767227872,3.4084982128,0.2348342614,2.1561451728,0.3461288302,0.0181,1.1012
187,4.64,1210.5063333333,0.0334700048,0.1804114893,74,521.77,0.370589689,6.2615880864,3.4076818713,0.1896633605,2.1272334977,0.4492599832,0,1.1419
104,5.87,1243.976,0.0334700048,0.1665336824,74,523.9,0.358752464,6.3545903452,3.5037380639,0.2065344199,2.1165916261,0.3385096421,0.0001414214,1.1357
113,5.67,840.7543333333,0.0334700048,0.1273492866,56,476.75,0.2668857364,6.4392441507,3.5309494499,0.0960561927,2.3259765365,0.6356579774,0,1.2003
103,5.88,1104.556,0.0334700048,0.1069407471,66,505.72,0.4048012041,6.2538195079,3.3929877228,0.0789130195,2.2053255791,0.5981062647,0,1.1534
125,5.5,976.789,0.0334700048,0.2546985731,62,508.42,0.2901231716,6.4051080112,3.5189764401,0.1189137569,2.1721318023,0.3836805429,0.2940307637,1.1529
22,7.95,1895.354,0.0334700048,0.2718417463,102,601.72,0.4197002543,5.9961214238,3.1992426544,0.2661273552,1.942713936,0.2674879246,0.0710626484,1.0859
39,7.55,841.9096666667,0.0334700048,0.3039511818,44,464.05,0.4596677938,6.6957242531,3.8025190824,0.5175605621,2.2151344452,0.3613672064,1.1234,1.8039
66,6.59,1679.734,0.0334700048,0.5006895028,76,454.68,0.1965391334,6.0813842201,3.3154352727,0.5621872351,1.8676471398,0.0541506582,0.0040024992,1.2787
28,7.81,1518.6563333333,0.0334700048,0.4549743743,72,450.48,0.159145791,6.2893251964,3.5159831876,0.4889886068,1.8772791158,-0.1545606726,0.0004123106,1.2795
135,5.37,941.4326666667,0.0334700048,0.2326573505,52,498.95,0.4768697436,6.1812535442,3.2912171391,0.2462630435,2.1825438682,0.6340252943,0.8628000116,1.705
25,7.83,966.619,0.0334700048,0.2503447514,52,511.4,0.3304128939,6.2883858594,3.4014232525,0.2506168652,2.1488290701,0.4364706318,0.1414,1.6734
79,6.3,1255.5776666667,0.0334700048,0.32708086,72,450.79,0.3069749108,6.23826167,3.3981578862,0.2974204492,2.0736826742,0.7997426351,0.1513679292,2.0262
121,5.6,1234.6713333333,0.0334700048,0.149934737,72,435.09,0.3689017667,6.2418271779,3.3970694307,0.3877622508,2.1156458208,0.9333505405,0.0645326274,2.1081
231,4.05,1006.6623333333,0.077824564,0.0691169205,55,463.88,0.5953064848,6.4630179223,3.5260514005,0.5262682056,2.1015915523,0.5608266659,1.8851388861,1.8839
257,3.27,665.2766666667,0.077824564,0.2193237713,37,449.01,0.5279436103,6.7351187208,3.7440146025,0.751306368,2.338131968,0.5355200769,1.0515783613,1.8939
235,4,815.3533333333,0.077824564,0.1706153903,49,463.26,0.5411969158,6.5471451875,3.5883654745,0.7080402642,2.2382980844,0.5793304084,1.674612391,1.8642
265,3.07,1400.469,0.077824564,0.1736086428,71,507.48,0.477960648,6.2694984363,3.3657763368,0.2696648355,2.102370191,0.5319825967,0.6953041708,1.6835
266,3.04,617.281,0.0334700048,1.7173105717,32,462.19,0.5218254022,6.48655305,3.519248554,1.6324110473,2.585749502,0.8492673577,0,1.1998
151,5.09,1476.572,0.0334700048,0.7273603483,70,476.07,0.4168256434,6.2268543849,3.4030559356,0.1249002619,1.9974112278,0.6128004132,1.4601431539,1.9008
252,3.45,468.9986666667,0.0334700048,1.3162147418,32,450.49,0.5295041833,6.5711273983,3.589181816,0.9967530699,2.5819685403,0.8179742638,0.048,1.3199
245,3.7,740.0126666667,0.0334700048,0.998657867,52,492.84,0.4837710953,6.366097224,3.4558460245,0.6881759525,2.3912476032,0.6704885515,0,1.1534
70,6.49,1577.3966666667,0.0334700048,0.0876206629,84,448.95,0.4431817755,6.3369102913,3.5083639995,0.2838147562,2.576907011,0.706679695,0.0052971691,1.6443
242,3.81,934.705,0.0334700048,1.1684569157,49,503.22,0.4236129794,6.2634667605,3.3793820298,0.2868080087,2.1737913451,0.4881722652,1.9012428935,1.6897
253,3.4,610.24,0.077824564,0.1104782273,37,415.51,0.6755387122,7.2834648841,4.2776298824,0.5787861806,2.3971763439,0.2402765385,2.1959149027,2.0344
89,6.11,995.1113333333,0.0334700048,0.087620663,54,474.42,0.5215007704,6.6646760616,3.8041517656,0.5170163344,2.0844768102,0.2489841821,1.6571009806,1.8141
118,5.62,1116.7913333333,0.0334700048,0.0427218761,56,465.17,0.4589050586,6.425498319,3.5475483954,0.3420471223,2.1042286091,0.5556565025,1.5184000033,1.8423
52,6.97,1128.5336666667,0.0334700048,0.052517975,56,468.06,0.4687153075,6.4584015107,3.5831953111,0.3551085876,2.1137728347,0.5164721067,1.2894262639,1.8343
2,9.54,1272.633,0.0334700048,0.0631304155,68,457,0.3574996517,6.5122177408,3.6678227216,0.3278972016,2.0689725101,0.4843626712,1.0558988256,1.8847
40,7.47,1664.1303333333,0.0334700048,0.3687142805,74,453.06,0.2157201673,6.0402950273,3.2354337978,0.5608266658,1.9944171637,0.2176910882,0.061941989,1.2845
17,8.13,1753.5406666667,0.0334700048,0.2141536079,82,454.94,0.1902165679,6.1559537581,3.3538033269,0.5368806462,1.9594522332,0.0775524502,0.1126007105,1.2851
67,6.59,1054.045,0.0334700048,0.0500689503,52,463.24,0.4851558827,6.3518602268,3.4767987918,0.3839526567,2.0867912115,0.6098071607,1.9729000228,1.8231
229,4.07,891.7933333333,0.0334700048,0.0503410641,48,439.21,0.5456946858,6.606442335,3.7097282561,0.4462667307,2.1420527542,0.5186490176,0.5662001413,1.9477
68,6.59,881.6106666667,0.0334700048,0.2712975186,48,518.84,0.4145570302,6.2944523658,3.4291788662,0.5360643046,2.1979806272,0.4402802258,1.4861960436,1.6179
85,6.2,887.8703333333,0.0334700048,0.251161093,48,524.56,0.4211296684,6.2046044509,3.347816822,0.6313041557,2.1754099359,0.482729988,1.8976000026,1.5942
72,6.4,1020.5316666667,0.0334700048,0.1238118064,54,502.4,0.3583434769,6.2295836869,3.3753003219,0.4737502306,2.1497545131,0.5491257699,0.0478,1.696
246,3.7,481.175,0.0334700048,0.3591902954,32,467.18,0.3709333688,7.1613366462,4.1902813332,1.2751255489,2.4620974435,-0.017415287,3.0788229991,1.7528
106,5.8,1342.928,0.077824564,0.1687105933,67,566.71,0.4683384298,6.1694824429,3.2887681144,0.3034069541,2.0422039672,0.3276250877,1.9692114005,1.4873
110,5.7,1350.0043333333,0.077824564,0.2756513404,67,586.27,0.4406462186,6.2287648963,3.3499937329,0.2832705285,2.0310116668,0.1866701081,1.1809804274,1.4327
126,5.5,1335.4163333333,0.077824564,0.1899354744,67,563.93,0.4742141844,6.2418630969,3.3567965794,0.276467682,2.0515678763,0.2781003651,1.472845905,1.4704
107,5.8,1839.752,0.077824564,0.2236775931,86,596.73,0.4237054982,6.1791827578,3.3255034855,0.1632683161,1.9562489243,0.1551049003,2.3232740884,1.4383
80,6.3,1357.0683333333,0.077824564,0.2119766971,67,573.18,0.4347114153,6.1776265386,3.2985642134,0.3170126471,2.0201798405,0.2734744295,2.0467330578,1.4641
92,6.1,1342.7416666667,0.077824564,0.190751816,67,563.21,0.3798089066,6.2484838993,3.365504223,0.2683042661,2.0490097856,0.2715696325,1.0627000941,1.5079
43,7.35,1239.065,0.0334700048,0.140138638,62,516.21,0.3963259458,6.3440372255,3.5059149748,0.5390575571,2.0597897331,0.3344279342,0.9237888828,1.6725
56,6.84,2010.7993333333,0.0334700048,0.0859879798,99,525.92,0.2896570405,6.102811826,3.2999247826,0.1436761182,1.9040806037,0.4092592458,2.0746277955,1.6695
7,8.95,2042.7863333333,0.0334700048,0.0552391136,99,522.83,0.2342682644,6.0974484619,3.2982920995,0.1338800192,1.8869832659,0.4288514437,1.4202768357,1.6998
149,5.1,732.9636666667,0.0334700048,0.1453088013,44,467.91,0.4425991798,6.457525304,3.5374801826,0.4405523396,2.3494293044,0.6489915566,0.7301175933,1.8163
48,7.2,1543.0033333333,0.077824564,0.060409277,80,530.72,0.3336812536,6.321535042,3.443328787,0.1785066923,2.0398130517,0.3363327312,0.103392166,1.5727
191,4.6,1014.739,0.0334700048,0.6473588734,68,501.86,0.4825746106,6.3257402895,3.4400634206,0.2623177613,2.2893882935,0.5853169133,0.1315661811,1.1538
261,3.2,958.7043333333,0.0334700048,0.6647741605,68,510.38,0.4575842179,6.2106674198,3.3132583618,0.3336115926,2.3108630319,0.6770192842,0.1171164805,1.1136
114,5.67,1332.2223333333,0.0334700048,0.165445227,80,536.2,0.281883836,6.237640162,3.3957088614,0.1711596181,2.0905634804,0.3853132261,0,1.1115
36,7.61,972.3013333333,0.0334700048,0.2372832861,54,506.43,0.337680783,6.5005222871,3.6433324742,0.574160245,2.104148141,0.2329294643,0.8338083113,1.606
21,8.02,1093.6023333333,0.0334700048,0.165445227,60,510.41,0.3002512495,6.4908325847,3.6329921475,0.3760613548,2.0570939962,0.1842210834,0.0022715633,1.4466
166,4.92,1044.9186666667,0.077824564,0.1972825486,64,503.78,0.3505754425,6.298797752,3.3633273121,0.2057180783,2.1797202482,0.582051547,0.0242095023,1.1635
243,3.73,1049.906,0.077824564,0.2108882416,64,503.88,0.3651033293,6.3653921769,3.4253692722,0.1825884002,2.1896261358,0.5273566611,0.0303509473,1.16
198,4.54,1047.9203333333,0.077824564,0.2234054792,62,505.51,0.3608882857,6.3753529048,3.4362538266,0.1834047418,2.1781146215,0.5009616166,0.048615841,1.1592
99,5.98,1027.1043333333,0.0334700048,0.1823162863,55,540.13,0.3818685364,5.8886359049,3.0318926303,0.7064075811,2.052963566,0.6215080567,1.9537690908,1.5977
163,4.97,1084.1196666667,0.0334700048,0.1774182368,55,538.66,0.3428604704,5.7870522635,2.9415508287,0.737700675,2.0230899323,0.720285388,1.4764511675,1.6393
212,4.25,1987.5703333333,0.077824564,0.0307488662,114,520.95,0.2217074886,6.2432252989,3.4036001634,0.0282998415,2.0191423234,0.4990568196,0.0001,1.1407
139,5.28,560.2313333333,0.0334700048,0.7202853879,35,407.11,0.2663401481,7.0769579478,4.1344979919,0.9521263968,2.1874241544,-0.387218023,18.9099066362,1.9051
100,5.94,703.7756666667,0.0334700048,0.239460197,41,394.56,0.7890148177,6.9968098036,4.1149057939,0.8734854913,2.0200138568,-0.3583739539,12.7234093179,1.1641
65,6.67,631.7606666667,0.0334700048,0.7249113235,34,449.59,0.221266392,6.6663076563,3.7320415926,0.8076339371,2.1565753574,0.3053117512,14.5933987453,1.8676
144,5.21,710.8843333333,0.0334700048,0.4732060029,42,529.45,0.4590963547,6.3176078947,3.3981578862,0.3412307807,2.2123691269,0.3858574538,0,1.0963
129,5.45,685.798,0.0334700048,0.4166063199,42,516.21,0.4006016709,6.4241208787,3.4904044848,0.3047675234,2.2655363832,0.375789241,0.0557,1.123
193,4.58,564.9516666667,0.0334700048,1.2490026183,41,478.57,0.4983403434,6.5889103111,3.5978894595,0.5227307255,2.5349430635,0.5766092698,0.5411505705,1.17
117,5.65,905.989,0.0334700048,1.1281840644,62,509.86,0.4897940635,6.4735647834,3.5714944151,0.5123903988,2.31083437,0.4021842854,0.01096312,1.1194
213,4.25,1252.5453333333,0.0334700048,0.161363519,54,506.9,0.3800769388,6.0843080836,3.2838700649,0.4280351021,2.0735250851,0.6185148043,0.4069283229,1.6745
219,4.19,1391.9416666667,0.0334700048,0.1042196084,60,504.21,0.30793384,6.1581072672,3.3701301586,0.4413686812,1.9786592239,0.4761992554,0.07,1.7301
102,5.89,1396.4313333333,0.0334700048,0.0873485491,60,513.1,0.3257774343,6.0308959424,3.2479510353,0.5161999928,1.9382742927,0.519737473,0.1758486281,1.6779
122,5.56,1310.07,0.0334700048,0.0897975739,56,503.35,0.3314757707,6.0601375699,3.2735297382,0.5779698391,1.9473289279,0.5366085323,0.1543349928,1.7145
73,6.4,1619.8643333333,0.0334700048,0.085715866,70,522.46,0.3266128239,6.0277195574,3.2528490848,0.4051775379,1.9150555154,0.4764713692,0.0459292935,1.6611
202,4.45,855.3663333333,0.077824564,0.1004100144,50,467.92,0.4214262725,6.4034981856,3.4403355345,0.4642262455,2.2228856092,0.6647741605,0.633405952,1.787
